"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 16 14:53:25 GMT 2022","Fri Dec 16 14:53:31 GMT 2022","5335","tests","test_TC_003_user_can_be_autorize","TestSample","","","test_TC_003_user_can_autorize[performance_glitch_user-secret_sauce]",""
"skipped","Fri Dec 16 14:53:19 GMT 2022","Fri Dec 16 14:53:20 GMT 2022","843","tests","test_TC_002_read_privacy_policy","Tests","","","test_TC_003_03_read_privacy_policy_from_checkout",""
"skipped","Fri Dec 16 14:55:11 GMT 2022","Fri Dec 16 14:55:11 GMT 2022","248","tests","test_TC_016_01_return_to_catalog_after_order","TestSample","","","test_user_can_go_to_products_page[locked_out_user-secret_sauce]","Checks whether a user can navigate to the products page of a website after logging in.

        Args:
            d: WebDriver
            username: used to specify the username of the user
            password: used to specify the password of the user
        "
"passed","Fri Dec 16 14:55:10 GMT 2022","Fri Dec 16 14:55:11 GMT 2022","335","tests","test_TC_016_01_return_to_catalog_after_order","TestSample","","","test_user_can_go_to_products_page[problem_user-secret_sauce]","Checks whether a user can navigate to the products page of a website after logging in.

        Args:
            d: WebDriver
            username: used to specify the username of the user
            password: used to specify the password of the user
        "
"passed","Fri Dec 16 14:54:10 GMT 2022","Fri Dec 16 14:54:11 GMT 2022","1664","tests","test_TC_014_02_return_to_catalog","Tests","","","test_return_to_the_catalog_all_items[standard_user-secret_sauce]",""
"passed","Fri Dec 16 14:54:08 GMT 2022","Fri Dec 16 14:54:08 GMT 2022","280","tests","test_TC_011_07_add_remove_all_items","TestAddRemoveAllItems","","","test_TC_011_07_remove_all_from_cart",""
"skipped","Fri Dec 16 14:55:18 GMT 2022","Fri Dec 16 14:55:19 GMT 2022","245","tests","test_TC_016_01_return_to_catalog_after_order","TestSample","","","test_user_can_go_to_cart_page[locked_out_user-secret_sauce]","Checks whether a user can navigate to the cart page of a website after logging in and adding items to cart.

        Args:
            d: WebDriver
            username: used to specify the username of the user
            password: used to specify the password of the user
        "
"passed","Fri Dec 16 14:55:11 GMT 2022","Fri Dec 16 14:55:12 GMT 2022","678","tests","test_TC_016_01_return_to_catalog_after_order","TestSample","","","test_user_can_go_to_cart_page[standard_user-secret_sauce]","Checks whether a user can navigate to the cart page of a website after logging in and adding items to cart.

        Args:
            d: WebDriver
            username: used to specify the username of the user
            password: used to specify the password of the user
        "
"skipped","Fri Dec 16 14:55:26 GMT 2022","Fri Dec 16 14:55:27 GMT 2022","273","tests","test_TC_016_01_return_to_catalog_after_order","TestSample","","","test_user_can_go_to_checkout_1_page[locked_out_user-secret_sauce]","Checks whether a user can navigate to the first checkout page of a website
        after logging in, adding items to cart, and navigating to the cart page.

        Args:
            d: WebDriver
            username: used to specify the username of the user
            password: used to specify the password of the user
        "
"passed","Fri Dec 16 14:54:28 GMT 2022","Fri Dec 16 14:55:00 GMT 2022","32309","tests","test_TC_015_01_Save_cart_after_re_login","TestSample","","","test_tc_015_01_save_cart_after_re_login[performance_glitch_user-secret_sauce]","Check save cart data of current user after re-login

        Args:
            d: WebDriver
            username: username
            password: password
        "
"skipped","Fri Dec 16 14:53:21 GMT 2022","Fri Dec 16 14:53:22 GMT 2022","854","tests","test_TC_002_read_privacy_policy","Tests","","","test_TC_002_04_read_privacy_policy_from_checkout_overview",""
"skipped","Fri Dec 16 14:55:45 GMT 2022","Fri Dec 16 14:55:45 GMT 2022","267","tests","test_TC_016_01_return_to_catalog_after_order","TestSample","","","test_user_can_go_to_checkout_complete_page[locked_out_user-secret_sauce]","Checks whether a user can navigate to the checkout complete page of a website
        after logging in, adding items to cart, navigating to the cart page,
        filling out the shipping information on the first checkout page, and navigating to the second checkout page.

        Args:
            d: WebDriver
            username: used to specify the username of the user
            password: used to specify the password of the user
        "
"skipped","Fri Dec 16 14:53:18 GMT 2022","Fri Dec 16 14:53:19 GMT 2022","613","tests","test_TC_002_read_privacy_policy","Tests","","","test_TC_002_02_read_privacy_policy_from_cart",""
